,Row Names,pclass,Name,Age,Embarked,Current Home Destination,Room,Ticket #,Boat #,Gender,Had Chronic Illness (Y/N),Birth Town,Birth Town,Survived (Y/N)
399,400,2nd,"Duran y More, Miss Florentina",,Cherbourg,"Barcelona, Spain / Havana, Cuba",,,12,female,N,LONDON,UNITED KINGDOM,Y
400,401,2nd,"Eitemiller, Mr George Floyd",23,Southampton,"England / Detroit, MI",,,,male,Y,KUALA LUMPUR,MALAYSIA,N
401,402,2nd,"Enander, Mr Ingvar",21,Southampton,"Goteborg, Sweden / Rockford, IL",,,,male,N,HONG KONG,CHINA,N
402,403,2nd,"Fahlstrom, Mr Arne Jonas",19,Southampton,"Oslo, Norway Bayonne, NJ",,,,male,N,HONG KONG,CHINA,N
403,404,2nd,"Faunthorpe, Mr Harry",,Southampton,"England / Philadelphia, PA",,,-286,male,Y,BEIJING,CHINA,N
404,405,2nd,"Faunthorpe, Mrs Lizzie (see Wilkinson, E.)",,,,,,,female,N,NICE,FRANCE,Y
405,406,2nd,"Fillbrook, Mr Charles",,Southampton,"Cornwall / Houghton, MI",,,,male,N,KUALA LUMPUR,MALAYSIA,N
406,407,2nd,"Fox, Mr Stanley H.",38,Southampton,"Rochester, NY",,229236 L13,-236,male,N,SANTA MONICA,UNITED STATES,N
407,408,2nd,"Frost, Mr Anthony (Archie) W.",,,Belfast,,,,male,Y,SANTA MONICA,UNITED STATES,N
408,409,2nd,"Funk, Miss Annie C.",38,Southampton,"Janjgir, India / Pennsylvania",,,,female,N,HONG KONG,CHINA,N
409,410,2nd,"Fynney, Mr Joseph J.",35,Southampton,"Liverpool / Montreal, PQ",,,-322,male,N,,,N
410,411,2nd,"Gale, Mr Harry",35,Southampton,"Cornwall / Clear Creek, CO",,,,male,N,CHICAGO,UNITED STATES,N
411,412,2nd,"Gale, Mr Shadrach",38,Southampton,"Cornwall / Clear Creek, CO",,,,male,Y,NEW YORK,UNITED STATES,N
412,413,2nd,"Garside, Miss Ethel",24,Southampton,"Brooklyn, NY",,,,female,Y,TEL AVIV,ISRAEL,Y
413,414,2nd,"Gaskell, Mr Alfred",16,Southampton,"Liverpool / Montreal, PQ",,,,male,Y,KUALA LUMPUR,MALAYSIA,N
414,415,2nd,"Gavey, Mr Lawrence",26,Southampton,"Guernsey / Elizabeth, NJ",,,,male,Y,NICE,FRANCE,N
415,416,2nd,"Gilbert, Mr William",45,Southampton,Cornwall,,,,male,Y,LONDON,UNITED KINGDOM,N
416,417,2nd,"Giles, Mr Edgar",24,Southampton,"Cornwall / Camden, NJ",,,,male,N,,,N
417,418,2nd,"Giles, Mr Frederick",21,Southampton,"Cornwall / Camden, NJ",,,,male,N,,,N
418,419,2nd,"Giles, Mr Ralph",22,Southampton,"West Kensington, London",,,-297,male,N,MIAMI BEACH,FLORIDA,N
419,420,2nd,"Gill, Mr John W.",,Southampton,"Clevedon, England",,,,male,N,BEIJING,CHINA,N
420,421,2nd,"Gillespie, Mr William",34,Southampton,"Vancouver, BC",,,,male,N,LONDON,UNITED KINGDOM,N
421,422,2nd,"Givard, Mr Hans Christensen",30,Southampton,,,,-305,male,Y,,,N
422,423,2nd,"Greenberg, Mr Samuel",50,Southampton,"Bronx, NY",,,-19,male,Y,,,N
423,424,2nd,"Hale, Mr Reginald",30,Southampton,"Auburn, NY",,,-75,male,Y,TEL AVIV,ISRAEL,N
424,425,2nd,"Hamalainen, Mrs William (Anna)",23,Southampton,"Detroit, MI",,,,female,N,HONOLULU,HAWAII,Y
425,426,2nd,"Hamalainen, Master Viljo",1,Southampton,"Detroit, MI",,,,male,Y,KUALA LUMPUR,MALAYSIA,Y
426,427,2nd,"Harbeck, Mr William H.",44,Southampton,"Seattle, WA / Toledo, OH",,248749 L13,-35,male,Y,,,N
427,428,2nd,"Harper, Rev John",28,Southampton,"Denmark Hill, Surrey / Chicago",,,,male,Y,,,N
428,429,2nd,"Harper, Miss Nina",6,Southampton,"Denmark Hill, Surrey / Chicago",,,11,female,N,TEL AVIV,ISRAEL,Y
429,430,2nd,"Harris, Mr George",30,Southampton,London,,,,male,N,MONTREAL,CANADA,Y
430,431,2nd,"Harris, Mr Walter",,Southampton,"Walthamstow, England",,,,male,N,MONTREAL,CANADA,N
431,432,2nd,"Hart, Mr Benjamin",43,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
432,433,2nd,"Hart, Mrs Benjamin (Esther)",45,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,14,female,N,MIAMI BEACH,FLORIDA,Y
433,434,2nd,"Hart, Miss Eva Miriam",7,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,14,female,Y,,,Y
434,435,2nd,"Herman, Miss Alice",24,Southampton,"Somerset / Bernardsville, NJ",,,9,female,Y,,,Y
435,436,2nd,"Herman, Miss Kate",24,Southampton,"Somerset / Bernardsville, NJ",,,9,female,N,CAPE TOWN,SOUTH AFRICA,Y
436,437,2nd,"Herman, Mr Samuel",49,Southampton,"Somerset / Bernardsville, NJ",,,,male,N,TEL AVIV,ISRAEL,N
437,438,2nd,"Herman, Mrs Samuel (Jane Laver)",48,Southampton,"Somerset / Bernardsville, NJ",,,9,female,N,,,Y
438,439,2nd,"Hewlett, Mrs Mary D.",,Southampton,"India / Rapid City, SD",,,13,female,N,VANCOUVER,BRITISH COLUMBIA,Y
439,440,2nd,"Hickman, Mr Leonard Mark",34,Southampton,"West Hampstead, London / Neepawa, MB",,,-256,male,Y,CAPE TOWN,SOUTH AFRICA,N
440,441,2nd,"Hickman, Mr Lewis",32,Southampton,"West Hampstead, London / Neepawa, MB",,,,male,N,NEW YORK,UNITED STATES,N
441,442,2nd,"Hickman, Mr Stanley George",21,Southampton,"West Hampstead, London / Neepawa, MB",,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
442,443,2nd,"Hiltunen, Miss Marta",18,Southampton,"Kontiolahti, Finland / Detroit, MI",,,,female,N,,,N
443,444,2nd,"Hocking, Mrs Elizabeth",53,Southampton,"Cornwall / Akron, OH",,,4,female,N,CAPE TOWN,SOUTH AFRICA,Y
444,445,2nd,"Hocking, Mr George",23,Southampton,"Cornwall / Akron, OH",,,,male,Y,NICE,FRANCE,N
445,446,2nd,"Hocking, Miss Ellen (Nellie)",21,Southampton,"Cornwall / Akron, OH",,,4,female,N,SANTA MONICA,UNITED STATES,Y
446,447,2nd,"Hocking, Mr Samuel James",,Southampton,"Devonport, England",,,,male,N,CHICAGO,UNITED STATES,N
447,448,2nd,"Hodges, Mr Henry Price",52,Southampton,Southampton,,,-149,male,N,,,N
448,449,2nd,"Hold, Mr Stephen",42,Southampton,"England / Sacramento, CA",,,,male,Y,HONG KONG,CHINA,N
449,450,2nd,"Hold, Mrs Stephen (Annie Margaret)",36,Southampton,"England / Sacramento, CA",,,,female,N,SYDNEY,AUSTRALIA,Y
450,451,2nd,"Hood, Mr Ambrose, Jr",21,Southampton,"New Forest, England",,,,male,N,MIAMI BEACH,FLORIDA,N
451,452,2nd,"Hosono, Mr Masafumi",41,Southampton,"Tokyo, Japan",,,13,male,N,CAPE TOWN,SOUTH AFRICA,Y
452,453,2nd,"Howard, Mr Benjamin",,Southampton,"Swindon, England",,,,male,N,NEW YORK,UNITED STATES,N
453,454,2nd,"Howard, Mrs Benjamin (Ellen Truelove)",,Southampton,"Swindon, England",,,,female,Y,HONG KONG,CHINA,N
454,455,2nd,"Hunt, Mr George Henry",33,Southampton,"Philadelphia, PA",,,,male,N,SANTA MONICA,UNITED STATES,N
455,456,2nd,"Ilett, Miss Bertha",17,Southampton,Guernsey,,,,female,N,HONOLULU,HAWAII,Y
456,457,2nd,Jacobsohn Mr Sidney Samuel,,Southampton,London,,,,male,N,MONTREAL,CANADA,N
457,458,2nd,"Jacobsohn, Mrs Sidney Samuel (Amy Frances Christy)",,Southampton,London,,,,female,Y,SYDNEY,AUSTRALIA,Y
458,459,2nd,"Jarvis, Mr John Denzil",,Southampton,"North Evington, England",,,,male,Y,,,N
459,460,2nd,"Jefferys, Mr Clifford",,Southampton,"Guernsey / Elizabeth, NJ",,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
460,461,2nd,"Jefferys, Mr Ernest",,Southampton,"Guernsey / Elizabeth, NJ",,,,male,Y,HONG KONG,CHINA,N
461,462,2nd,"Jenkin, Mr Stephen Curnow",,Southampton,"St Ives, Cornwall / Houghton, MI",,,,male,Y,MONTREAL,CANADA,N
462,463,2nd,"Jerwan, Mrs Amin S. (Marie Thuillard)",23,Cherbourg,"New York, NY",,,,female,Y,,,Y
463,464,2nd,"Kantor, Mr Sinai",34,Southampton,"Moscow / Bronx, NY",,,-283,male,N,,,N
464,465,2nd,"Kantor, Mrs Sinai (Miriam Sternim)",,Southampton,"Moscow / Bronx, NY",,,,female,N,BARCELONA,SPAIN,Y
465,466,2nd,"Karnes, Mrs J. Frank (Claire Bennett)",22,Southampton,"India / Pittsburgh, PA",,,,female,N,MONTREAL,CANADA,N
466,467,2nd,"Keane, Mr Daniel",,Queenstown,,,,,male,N,LONDON,UNITED KINGDOM,N
467,468,2nd,"Keane, Miss Nora A.",,Queenstown,"Harrisburg, PA",E-101,,10,female,Y,HONOLULU,HAWAII,Y
468,469,2nd,"Kelly, Mrs Florence (Fannie)",45,Southampton,"London / New York, NY",,,,female,N,HONG KONG,CHINA,Y
469,470,2nd,"Kirkland, Rev Charles Leonard",,Queenstown,"Glasgow / Bangor, ME",,,,male,N,LONDON,UNITED KINGDOM,N
470,471,2nd,"Knight, Mr Robert",,,Belfast,,,,male,N,EDINBURGH,SCOTLAND,N
471,472,2nd,"Kvillner, Mr Johan Henrik Johannesson",31,Southampton,"Sweden / Arlington, NJ",,,-165,male,Y,LONDON,UNITED KINGDOM,N
472,473,2nd,"Lahtinen, Rev William",30,Southampton,"Minneapolis, MN",,,,male,N,LONDON,UNITED KINGDOM,N
473,474,2nd,"Lahtinen, Mrs William (Anna Sylvan)",26,Southampton,"Minneapolis, MN",,,,female,Y,BARCELONA,SPAIN,N
474,475,2nd,"Lamb, Mr John James",,Queenstown,,,,,male,Y,MONTREAL,CANADA,N
475,476,2nd,"Lemore, Mrs Amelia",34,Southampton,"Chicago, IL",F-33,,14/D,female,N,VANCOUVER,BRITISH COLUMBIA,Y
476,477,2nd,"LaRoche, Mr Joseph",26,Cherbourg,Paris / Haiti,,,,male,Y,CAPE TOWN,SOUTH AFRICA,N
477,478,2nd,"LaRoche, Mrs Joseph (Juliet)",22,Cherbourg,Paris / Haiti,,,,female,Y,TEL AVIV,ISRAEL,Y
478,479,2nd,"LaRoche, Miss Louise",1,Cherbourg,Paris / Haiti,,,,female,Y,,,Y
479,480,2nd,"LaRoche, Miss Simonne",3,Cherbourg,Paris / Haiti,,,,female,N,CAPE TOWN,SOUTH AFRICA,Y
480,481,2nd,"Lehmann, Miss Bertha",,Cherbourg,"Berne, Switzerland / Central City, IA",,,,female,N,CHICAGO,UNITED STATES,Y
481,482,2nd,"Leitch, Miss Jessie",,Southampton,"London / Chicago, IL",,,11,female,Y,CAPE TOWN,SOUTH AFRICA,Y
482,483,2nd,"Levy, Mr Rene Jacques",,Cherbourg,"Montreal, PQ",,,,male,Y,BEIJING,CHINA,N
483,484,2nd,"Leyson, Mr Robert William Norman",25,Southampton,,,,-108,male,Y,SYDNEY,AUSTRALIA,N
484,485,2nd,"Lingan, Mr John",,Queenstown,,,,,male,N,CHICAGO,UNITED STATES,N
485,486,2nd,"Louch, Mr Charles Alexander",48,Southampton,"Weston-Super-Mare, Somerset",,,-121,male,Y,MIAMI BEACH,FLORIDA,N
486,487,2nd,"Louch, Mrs Charles Alexander (Alice Adelaide)",,Southampton,"Weston-Super-Mare, Somerset",,,14,female,Y,RIO DE JANEIRO,BRAZIL,Y
487,488,2nd,"Mack, Mrs Mary",57,Southampton,"Southampton / New York, NY",E77,,-52,female,N,NEW YORK,UNITED STATES,N
488,489,2nd,"Malachard, Mr Noel",,Cherbourg,Paris,,,,male,Y,CHICAGO,UNITED STATES,N
489,490,2nd,"Mallet, Mr Albert",,Cherbourg,"Paris / Montreal, PQ",,,,male,Y,BARCELONA,SPAIN,N
490,491,2nd,"Mallet, Mrs Albert (Antoinette)",,Cherbourg,"Paris / Montreal, PQ",,,,female,N,SYDNEY,AUSTRALIA,Y
491,492,2nd,"Mallet, Master Andre",2,Cherbourg,"Paris / Montreal, PQ",,,,male,N,HONG KONG,CHINA,Y
492,493,2nd,"Mangiavacchi, Mr Serafino Emilio",,Cherbourg,"New York, NY",,,,male,N,KUALA LUMPUR,MALAYSIA,N
493,494,2nd,"Mantvila, Rev Joseph",27,Southampton,"Worcester, MA",,,,male,Y,KUALA LUMPUR,MALAYSIA,N
494,495,2nd,"Marshall, Mrs Kate Louise Phillips",19,Southampton,"Worcester, England",,,,female,Y,HONOLULU,HAWAII,Y
495,496,2nd,"Matthews, Mr William John",30,Southampton,"St Austall, Cornwall",,,,male,N,KUALA LUMPUR,MALAYSIA,N
496,497,2nd,"Maybery, Mr Frank H.",20,Southampton,"Weston-Super-Mare / Moose Jaw, SK",,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
497,498,2nd,"McCrae, Mr Arthur Gordon",45,Southampton,"Sydney, Australia",,,-209,male,N,,,N
498,499,2nd,"McCrie, Mr James Matthew",,Southampton,"Sarnia, ON",,,,male,N,,,N
499,500,2nd,"McKane, Mr Peter D.",46,Southampton,"Rochester, NY",,,,male,N,MONTREAL,CANADA,N
500,501,2nd,"Mellenger, Mrs Elizabeth Anne",41,Southampton,"England / Bennington, VT",,,14-Dec,female,N,MIAMI BEACH,FLORIDA,Y
501,502,2nd,"Mellenger, Miss Madeleine Violet",13,Southampton,"England / Bennington, VT",,,14-Dec,female,N,NICE,FRANCE,Y
502,503,2nd,"Mellor, Mr William John",19,Southampton,"Chelsea, London",,,B,male,Y,BARCELONA,SPAIN,Y
503,504,2nd,"Meyer, Mr August",30,Southampton,"Harrow-on-the-Hill, Middlesex",,,,male,N,SYDNEY,AUSTRALIA,N
504,505,2nd,"Milling, Mr Jacob Christian",48,Southampton,"Copenhagen, Denmark",,,-271,male,N,HONG KONG,CHINA,N
505,506,2nd,"Mitchell, Mr Henry Michael",71,Southampton,"Guernsey / Montclair, NJ and/or Toledo, Ohio",,,,male,N,EDINBURGH,SCOTLAND,N
506,507,2nd,"Moraweck, Dr Ernest",54,Southampton,"Frankfort, KY",,,,male,N,KUALA LUMPUR,MALAYSIA,N
507,508,2nd,"Morley, Mr William",,Southampton,"Petworth, Sussex",,,,male,N,,,N
508,509,2nd,"Mudd, Mr Thomas C.",,Southampton,"Halesworth, England",,,,male,N,HONG KONG,CHINA,N
509,510,2nd,"Myles, Mr Thomas Francis",64,Queenstown,"Cambridge, MA",,,,male,N,RIO DE JANEIRO,BRAZIL,N
510,511,2nd,"Nasser (Nasrallah), Mr Nicholas",32,Cherbourg,"New York, NY",,,-43,male,Y,VANCOUVER,BRITISH COLUMBIA,N
511,512,2nd,"Nasser (Nasrallah), Mrs Nicholas",18,Cherbourg,"New York, NY",,,,female,Y,SANTA MONICA,UNITED STATES,Y
512,513,2nd,"Navratil, Master Edmond Roger",2,Southampton,"Nice, France",,230080 L26,D,male,Y,SYDNEY,AUSTRALIA,Y
513,514,2nd,"Navratil, Mr Michel",32,Southampton,"Nice, France",,230080 L26,-15,male,N,,,N
514,515,2nd,"Navratil, Master Michel M.",3,Southampton,"Nice, France",,230080 L26,D,male,Y,HONOLULU,HAWAII,Y
515,516,2nd,"Nesson, Mr Israel",26,Southampton,"Boston, MA",,,,male,N,LONDON,UNITED KINGDOM,N
516,517,2nd,"Nicholls, Mr Joseph Charles",19,Southampton,"Cornwall / Hancock, MI",,,-101,male,N,BEIJING,CHINA,N
517,518,2nd,"Norman, Mr Robert Douglas",,Southampton,Glasgow,,,-287,male,N,ISTANBUL,TURKEY,N
518,519,2nd,"Nourney, Mr Alfred (aka Baron von Drachstedt)",20,Cherbourg,"Cologne, Germany",D-38,,7,male,Y,SYDNEY,AUSTRALIA,Y
519,520,2nd,"Nye, Mrs Elizabeth Ramell",29,Southampton,"Folkstone, Kent / New York, NY",F-33,,11,female,N,,,Y
520,521,2nd,"Otter, Mr Richard",39,Southampton,"Middleburg Heights, OH",,,,male,N,SYDNEY,AUSTRALIA,N
521,522,2nd,"Oxenham, Mr Percy Thomas",22,Southampton,"Pondersend, England / New Durham, NJ",,,,male,Y,RIO DE JANEIRO,BRAZIL,Y
522,523,2nd,"Padro y Manent, Mr Julian",,Cherbourg,"Spain / Havana, Cuba",,,,male,N,,,Y
523,524,2nd,"Pain, Dr Alfred",24,Southampton,"Hamilton, ON",,,,male,N,KUALA LUMPUR,MALAYSIA,N
524,525,2nd,"Pallas y Castello, Mr Emilio",,Cherbourg,"Spain / Havana, Cuba",,,,male,N,RIO DE JANEIRO,BRAZIL,Y
525,526,2nd,"Parker, Mr Clifford R.",28,Southampton,"St Andrews, Guernsey",,,,male,N,MONTREAL,CANADA,N
526,527,2nd,"Parkes, Mr Francis (Frank)",,,Belfast,,,,male,Y,EDINBURGH,SCOTLAND,N
527,528,2nd,"Parrish, Mrs Lutie Davis",50,Southampton,"Woodford County, KY",,,12,female,Y,RIO DE JANEIRO,BRAZIL,Y
528,529,2nd,"Pengelly, Mr Frederick",20,Southampton,"Gunnislake, England / Butte, MT",,,,male,Y,HONOLULU,HAWAII,N
529,530,2nd,"Peruschitz, Rev. Joseph M.",40,Southampton,,,,,male,N,HONOLULU,HAWAII,N
530,531,2nd,"Phillips, Miss Alice",42,Southampton,"Ilfracombe, Devon",,,12,female,N,RIO DE JANEIRO,BRAZIL,Y
531,532,2nd,"Phillips, Mr Robert",21,Southampton,"Ilfracombe, Devon",,,,male,Y,HONG KONG,CHINA,N
532,533,2nd,"Pinsky, Miss Rosa",32,Southampton,Russia,,,,female,Y,VANCOUVER,BRITISH COLUMBIA,Y
533,534,2nd,"Ponesell, Mr Martin",34,Southampton,"Denmark / New York, NY",,250647,,male,Y,,,N
534,535,2nd,"Portaluppi, Mr Emilio",,Cherbourg,"Milford, NH",,,,male,N,RIO DE JANEIRO,BRAZIL,Y
535,536,2nd,"Pulbaum, Mr Frank",,Cherbourg,Paris,,,,male,N,BEIJING,CHINA,N
536,537,2nd,"Quick, Mrs Frederick C. (Jane Richards)",33,Southampton,"Plymouth, Devon / Detroit, MI",,,11,female,Y,MIAMI BEACH,FLORIDA,Y
537,538,2nd,"Quick, Miss Phyllis May",2,Southampton,"Plymouth, Devon / Detroit, MI",,,11,female,Y,VANCOUVER,BRITISH COLUMBIA,Y
538,539,2nd,"Quick, Miss Winifred Vera",8,Southampton,"Plymouth, Devon / Detroit, MI",,,11,female,N,CAPE TOWN,SOUTH AFRICA,Y
539,540,2nd,"Reeves, Mr David",36,Southampton,"Brighton, Sussex",,,,male,N,,,N
540,541,2nd,"Renouf, Mr Peter Henry",34,Southampton,"Elizabeth, NJ",,,,male,N,HONG KONG,CHINA,N
541,542,2nd,"Renouf, Mrs Peter Henry (Lillian Jefferys)",30,Southampton,"Elizabeth, NJ",,,,female,N,RIO DE JANEIRO,BRAZIL,Y
542,543,2nd,"Reynaldo, Mrs Encarnacion",28,Southampton,Spain,,,,female,N,HONOLULU,HAWAII,Y
543,544,2nd,"Richard, Mr Emil",23,Cherbourg,"Paris / Montreal, PQ",,,,male,N,MIAMI BEACH,FLORIDA,N
544,545,2nd,"Richards, Master George Sidney",0.8333,Southampton,"Cornwall / Akron, OH",,,4,male,Y,,,Y
545,546,2nd,"Richards, Mrs Sidney (Emily Hocking)",25,Southampton,"Cornwall / Akron, OH",,,4,female,N,KUALA LUMPUR,MALAYSIA,Y
546,547,2nd,"Richards, Master William Rowe",3,Southampton,"Cornwall / Akron, OH",,,4,male,N,SANTA MONICA,UNITED STATES,Y
547,548,2nd,"Ridsdale, Miss Lucy",50,Southampton,"London, England / Marietta, Ohio and Milwaukee, WI",,,,female,N,ISTANBUL,TURKEY,Y
548,549,2nd,"Rogers, Mr Harry",,Southampton,,,,,male,N,RIO DE JANEIRO,BRAZIL,N
549,550,2nd,"Rugg, Miss Emily",21,Southampton,"Guernsey / Wilmington, DE",,,12,female,N,HONOLULU,HAWAII,Y
550,551,2nd,"Sedgwick, Mr Charles Frederick Waddington",,Southampton,Liverpool,,,,male,N,CHICAGO,UNITED STATES,N
551,552,2nd,"Sharp, Mr Percival",,Southampton,"Hornsey, England",,,,male,N,,,N
552,553,2nd,"Shelley, Mrs William (Imanita)",25,Southampton,"Deer Lodge, MT",,,12,female,Y,BARCELONA,SPAIN,Y
553,554,2nd,"Silven, Miss Lyyli",18,Southampton,"Finland / Minneapolis, MN",,,,female,Y,MONTREAL,CANADA,Y
554,555,2nd,"Sincock, Miss Maude",20,Southampton,"Cornwall / Hancock, MI",,,11,female,N,RIO DE JANEIRO,BRAZIL,Y
555,556,2nd,"Siukonnen, Miss Anna",30,Southampton,"Finland / Washington, DC",,,,female,N,NICE,FRANCE,Y
556,557,2nd,"Sjostedt, Mr Ernst Adolf",59,Southampton,"Sault St Marie, ON",,,,male,N,,,N
557,558,2nd,"Slayter, Miss Hilda Mary",30,Queenstown,"Halifax, NS",,,13,female,N,RIO DE JANEIRO,BRAZIL,Y
558,559,2nd,"Slemen, Mr Richard James",35,Southampton,Cornwall,,,,male,N,,,N
559,560,2nd,"Smith (Schmidt), Mr Augustus",22,Southampton,"Newark, NJ",,,,male,Y,ISTANBUL,TURKEY,N
560,561,2nd,"Smith, Miss Marion",,Southampton,,,,,female,N,TEL AVIV,ISRAEL,Y
561,562,2nd,"Sobey, Mr Hayden",25,Southampton,"Cornwall / Houghton, MI",,,,male,N,,,N
562,563,2nd,"Stanton, Mr Samuel Ward",41,Cherbourg,"New York, NY",,,,male,N,NEW YORK,UNITED STATES,N
563,564,2nd,"Stokes, Mr Philip Joseph",25,Southampton,"Catford, Kent / Detroit, MI",,,-81,male,Y,CHICAGO,UNITED STATES,N
564,565,2nd,"Sweet, Mr George",14,Southampton,"Somerset / Bernardsville, NJ",,,,male,Y,RIO DE JANEIRO,BRAZIL,N
565,566,2nd,"Toomey, Miss Ellen",50,Southampton,"Indianapolis, IN",,,9,female,Y,BEIJING,CHINA,Y
566,567,2nd,"Troupiansky, Mr Moses Aaron",22,Southampton,,,,,male,Y,MONTREAL,CANADA,N
567,568,2nd,"Trout, Mrs William H. (Jessie L.)",,Southampton,"Columbus, OH",,,9,female,N,SYDNEY,AUSTRALIA,Y
568,569,2nd,"Troutt, Miss Edwina Celia",27,Southampton,"Bath, England / Massachusetts",E-101,34218 L10 10s,16,female,Y,RIO DE JANEIRO,BRAZIL,Y
569,570,2nd,"Turpin, Mr William John",29,Southampton,"Plymouth, England",,,,male,N,KUALA LUMPUR,MALAYSIA,N
570,571,2nd,"Turpin, Mrs William John (Dorothy Anne Wonnacott)",27,Southampton,"Plymouth, England",,,,female,N,ISTANBUL,TURKEY,N
571,572,2nd,"Veale, Mr James",30,Southampton,"Barre, Co Washington, VT",,,,male,Y,,,N
572,573,2nd,"Waelens, Mr Achille",22,Southampton,"Antwerp, Belgium / Stanton, OH",,,-140,male,N,MONTREAL,CANADA,N
573,574,2nd,"Walcroft, Miss Nellie",35,Southampton,"Mamaroneck, NY",,,,female,N,HONOLULU,HAWAII,Y
574,575,2nd,"Ware, Mr John James",30,Southampton,"Bristol, England / New Britain, CT",,,,male,N,,,N
575,576,2nd,"Ware, Mrs John James (Florence Louise Long)",28,Southampton,"Bristol, England / New Britain, CT",,,12,female,N,RIO DE JANEIRO,BRAZIL,Y
576,577,2nd,"Ware, Mr William J.",23,Southampton,,,,,male,N,HONG KONG,CHINA,N
577,578,2nd,"Watson, Mr Ennis Hastings",,Southampton,Belfast,,,,male,Y,CHICAGO,UNITED STATES,N
578,579,2nd,"Watt, Miss Bertha",12,Southampton,"Aberdeen / Portland, OR",,,9,female,N,,,Y
579,580,2nd,"Watt, Mrs James (Bessie Inglis Milne)",40,Southampton,"Aberdeen / Portland, OR",,,9,female,N,CHICAGO,UNITED STATES,Y
580,581,2nd,"Webber, Miss Susan",36,Southampton,"England / Hartford, CT",E-101,,,female,N,SYDNEY,AUSTRALIA,Y
581,582,2nd,"Weisz, Mr Leopold",28,Southampton,"Bromsgrove, England / Montreal, PQ",,,-293,male,N,HONOLULU,HAWAII,N
582,583,2nd,"Weisz, Mrs Leopold (Mathilde)",32,Southampton,"Bromsgrove, England / Montreal, PQ",,,,female,Y,CHICAGO,UNITED STATES,Y
583,584,2nd,"Wells, Mrs Arthur H. (Addie Trevaskis)",29,Southampton,"Cornwall / Akron, OH",,,,female,N,SYDNEY,AUSTRALIA,Y
584,585,2nd,"Wells, Miss Joan",4,Southampton,"Cornwall / Akron, OH",,,,female,Y,TEL AVIV,ISRAEL,Y
585,586,2nd,"Wells, Master Ralph Lester",2,Southampton,"Cornwall / Akron, OH",,,,male,Y,CHICAGO,UNITED STATES,Y
586,587,2nd,"West, Miss Barbara J.",,Southampton,"Bournmouth, England",,,,female,N,,,Y
587,588,2nd,"West, Miss Constance Mirium",,Southampton,"Bournmouth, England",,,,female,Y,SYDNEY,AUSTRALIA,Y
588,589,2nd,"West, Mr Edwy Arthur",36,Southampton,"Bournmouth, England",,,,male,N,MONTREAL,CANADA,N
589,590,2nd,"West, Mrs Edwy Arthur (Ada Mary)",33,Southampton,"Bournmouth, England",,,,female,Y,MIAMI BEACH,FLORIDA,Y
590,591,2nd,"Wheadon, Mr Edward",,Southampton,"Guernsey, England / Edgewood, RI",,,,male,Y,HONG KONG,CHINA,N
591,592,2nd,"Wheeler, Mr Edwin",,Southampton,,,,,male,N,HONG KONG,CHINA,N
592,593,2nd,"Wheeler, Mr Frederick",,,,,,,male,N,EDINBURGH,SCOTLAND,N
593,594,2nd,"Wilhelms, Mr Charles",32,Southampton,"London, England",,,9,male,N,SANTA MONICA,UNITED STATES,Y
594,595,2nd,"Wilkinson, Mrs Elizabeth Anne",,Southampton,"Manchester, England",,,,female,Y,RIO DE JANEIRO,BRAZIL,Y
595,596,2nd,"Williams, Mr Charles Eugene",,Southampton,"Harrow, England",,,14,male,Y,CAPE TOWN,SOUTH AFRICA,Y
596,597,2nd,"Wright, Miss Marion",26,Southampton,"Yoevil, England / Cottage Grove, OR",,,9,female,N,TEL AVIV,ISRAEL,Y
597,598,2nd,"Yrois, Miss Henriette",,Southampton,Paris,,,,female,N,MIAMI BEACH,FLORIDA,N
598,599,2nd,"Aldworth, Mr Charles Augustus",30,Southampton,"Bryn Mawr, PA, USA",,248744 L13,,male,N,,,N
599,600,2nd,"Brown, Miss Mildred",24,Southampton,"London / Montreal, PQ",F-33,,11,female,N,VANCOUVER,BRITISH COLUMBIA,Y
600,601,2nd,"Pernot, Mr Rene",,Cherbourg,,2131,L15 1s,,male,N,KUALA LUMPUR,MALAYSIA,N
601,602,2nd,"Swane, Mr George",18,Southampton,,F-?,,-294,male,N,MONTREAL,CANADA,N
602,603,3rd,"Abbing, Mr Anthony",42,Southampton,,,,,male,N,NEW YORK,UNITED STATES,N
603,604,3rd,"Abbott, Master Eugene Joseph",13,Southampton,"East Providence, RI",,,,male,N,SANTA MONICA,UNITED STATES,N
604,605,3rd,"Abbott, Mr Rossmore Edward",16,Southampton,"East Providence, RI",,,-190,male,N,BEIJING,CHINA,N
605,606,3rd,"Abbott, Mrs Stanton (Rosa)",35,Southampton,"East Providence, RI",,,A,female,N,MIAMI BEACH,FLORIDA,Y
606,607,3rd,"Abelseth, Miss Anna Karen",16,Southampton,"Norway Los Angeles, CA",,,16,female,Y,LONDON,UNITED KINGDOM,Y
